Время[c],АЦП 
54.31252932548523, 422 
54.31308078765869, 422 
54.3136465549469, 423 
54.314189195632935, 421 
54.314717292785645, 422 
54.315253496170044, 422 
54.31580185890198, 422 
54.31635069847107, 422 
54.31689238548279, 422 
54.31742572784424, 422 
54.317978858947754, 422 
54.318703174591064, 422 
54.319275856018066, 421 
54.32011890411377, 422 
54.320683002471924, 423 
54.32123017311096, 421 
54.321778297424316, 422 
54.322325229644775, 422 
54.3228645324707, 423 
54.32340455055237, 422 
54.32395911216736, 421 
54.32450771331787, 422 
54.32504105567932, 422 
54.325576066970825, 422 
54.326106548309326, 422 
54.32663655281067, 422 
54.32716131210327, 421 
54.327706813812256, 421 
54.328234910964966, 422 
54.32876014709473, 423 
54.32928419113159, 422 
54.32981085777283, 422 
54.33034324645996, 422 
54.33087348937988, 421 
54.33141541481018, 422 
54.33203887939453, 423 
54.3325982093811, 422 
54.33313775062561, 422 
54.33366513252258, 422 
54.33418798446655, 422 
54.33471131324768, 423 
54.33523654937744, 422 
54.33576250076294, 422 
54.336294174194336, 422 
54.336836099624634, 422 
54.33736872673035, 422 
54.337928771972656, 423 
54.33847165107727, 425 
54.33899784088135, 423 
54.339521408081055, 424 
54.3400444984436, 425 
54.340566873550415, 424 
54.34109020233154, 423 
54.34161376953125, 424 
54.34213733673096, 424 
54.34265971183777, 423 
54.34318280220032, 424 
54.343705892562866, 423 
54.344231605529785, 424 
54.34475374221802, 425 
54.345277547836304, 423 
54.34580039978027, 423 
54.346325159072876, 424 
54.346943378448486, 424 
54.34748864173889, 424 
54.348016023635864, 424 
54.34853935241699, 424 
54.34906244277954, 424 
54.34958529472351, 424 
54.35010814666748, 424 
54.35063123703003, 424 
54.35115599632263, 423 
54.35168480873108, 424 
54.35220742225647, 424 
54.35273098945618, 424 
54.35325360298157, 424 
54.353776931762695, 424 
54.354299783706665, 424 
54.354825258255005, 424 
54.35534739494324, 425 
54.35587120056152, 424 
54.35639405250549, 424 
54.35691714286804, 423 
54.35744285583496, 423 
54.3590567111969, 424 
54.35960054397583, 424 
54.360156297683716, 424 
54.360801458358765, 424 
54.361345052719116, 423 
54.361889362335205, 424 
54.36246657371521, 422 
54.363019704818726, 422 
54.36357760429382, 424 
54.364262104034424, 422 
54.3648738861084, 423 
54.36547899246216, 422 
54.36609244346619, 422 
54.36664342880249, 421 
54.36721086502075, 423 
54.367764711380005, 422 
54.36831855773926, 423 
54.368870973587036, 424 
54.36942410469055, 422 
54.36997580528259, 423 
54.37052321434021, 422 
54.371074199676514, 423 
54.371623277664185, 424 
54.3721718788147, 423 
54.37272047996521, 423 
54.37326717376709, 423 
54.373812675476074, 410 
54.37437319755554, 413 
54.3749258518219, 417 
54.37559175491333, 419 
54.37624669075012, 420 
54.37680196762085, 422 
54.377434492111206, 422 
54.378074645996094, 423 
54.3787305355072, 424 
54.379451513290405, 423 
54.38012099266052, 423 
54.3807475566864, 423 
54.38133454322815, 423 
54.38196325302124, 423 
54.38256883621216, 423 
54.3832004070282, 422 
54.38381361961365, 423 
54.3844108581543, 423 
54.38497829437256, 422 
54.3855504989624, 421 
54.3860924243927, 422 
54.38666653633118, 423 
54.387250661849976, 422 
54.387821435928345, 423 
54.38840460777283, 423 
54.38897442817688, 422 
54.38956928253174, 423 
54.390201807022095, 423 
54.39090418815613, 423 
54.39152812957764, 423 
