Время[c],АЦП 
0.0009276866912841797, 552 
0.001514434814453125, 552 
0.0021431446075439453, 552 
0.002722501754760742, 552 
0.0044558048248291016, 552 
0.0050470829010009766, 551 
0.0055980682373046875, 552 
0.006165027618408203, 552 
0.006723642349243164, 551 
0.007302999496459961, 552 
0.007881641387939453, 552 
0.008475303649902344, 552 
0.009181976318359375, 552 
0.00977635383605957, 552 
0.010393381118774414, 553 
0.011029243469238281, 552 
0.01166534423828125, 553 
0.012323856353759766, 553 
0.01293635368347168, 552 
0.013557672500610352, 552 
0.014179229736328125, 552 
0.014801025390625, 552 
0.01541447639465332, 553 
0.017080307006835938, 553 
0.0177462100982666, 555 
0.018372297286987305, 553 
0.01990675926208496, 553 
0.020871400833129883, 553 
0.02151656150817871, 553 
0.022128582000732422, 553 
0.022742748260498047, 554 
0.023751258850097656, 554 
0.024304628372192383, 553 
0.024866819381713867, 553 
0.02544999122619629, 553 
0.02606368064880371, 553 
0.02664661407470703, 553 
0.027209997177124023, 555 
0.027775287628173828, 553 
0.028363466262817383, 554 
0.028977394104003906, 554 
0.02957296371459961, 553 
0.03023505210876465, 554 
0.030886411666870117, 552 
0.031673431396484375, 552 
0.03228354454040527, 552 
0.03294682502746582, 551 
0.03362846374511719, 554 
0.03431963920593262, 553 
0.03574061393737793, 551 
0.03675985336303711, 553 
0.03738045692443848, 554 
0.03795790672302246, 554 
0.038533687591552734, 552 
0.03910517692565918, 554 
0.03968381881713867, 552 
0.040253639221191406, 554 
0.04082512855529785, 553 
0.04142570495605469, 552 
0.04203963279724121, 552 
0.04260993003845215, 554 
0.04315638542175293, 552 
0.043710947036743164, 552 
0.04428696632385254, 553 
0.044837236404418945, 552 
0.045366525650024414, 554 
0.04594135284423828, 552 
0.04654550552368164, 552 
0.047202348709106445, 553 
0.04784655570983887, 554 
0.04849815368652344, 553 
0.04918241500854492, 552 
0.05001568794250488, 553 
0.05060935020446777, 552 
0.05115985870361328, 552 
0.051699161529541016, 552 
0.05223369598388672, 554 
0.05276346206665039, 556 
0.05329108238220215, 555 
0.05381894111633301, 554 
0.05434370040893555, 556 
0.054871559143066406, 555 
0.05539846420288086, 555 
0.05593466758728027, 555 
0.056459903717041016, 555 
0.056986331939697266, 554 
0.0575108528137207, 555 
0.058035850524902344, 555 
0.058571577072143555, 555 
0.05910325050354004, 554 
0.05962848663330078, 554 
0.060158491134643555, 553 
0.060683250427246094, 553 
0.061208486557006836, 554 
0.061731576919555664, 553 
0.06225895881652832, 554 
0.06278204917907715, 554 
0.06330704689025879, 555 
0.0638277530670166, 556 
0.06434917449951172, 555 
0.06486988067626953, 555 
0.06539630889892578, 553 
0.06592559814453125, 554 
0.06646966934204102, 553 
0.06702709197998047, 555 
0.06756854057312012, 555 
0.0680990219116211, 554 
0.06867671012878418, 553 
0.06923627853393555, 555 
0.06977725028991699, 555 
0.07031035423278809, 554 
0.07084226608276367, 555 
0.07137441635131836, 555 
0.07190752029418945, 555 
0.07244038581848145, 554 
0.07296919822692871, 554 
0.07352614402770996, 554 
0.07408976554870605, 553 
0.07465147972106934, 557 
0.07520174980163574, 554 
0.07575249671936035, 555 
0.0763406753540039, 555 
0.07692575454711914, 554 
0.07750201225280762, 553 
0.07806515693664551, 554 
0.0786290168762207, 555 
0.07919430732727051, 554 
0.07976365089416504, 556 
0.08031940460205078, 554 
0.08088040351867676, 553 
0.08144545555114746, 554 
0.08201479911804199, 555 
0.0825798511505127, 554 
0.08314180374145508, 554 
0.08369207382202148, 555 
0.08424735069274902, 555 
0.08481788635253906, 554 
0.08538174629211426, 554 
0.08595085144042969, 553 
0.08651399612426758, 554 
0.08708333969116211, 555 
0.08764338493347168, 554 
0.0882110595703125, 553 
0.0887603759765625, 554 
0.08932256698608398, 554 
0.0899052619934082, 554 
0.09045052528381348, 554 
0.09100890159606934, 553 
