Время[c],АЦП 
42.645267724990845, 61 
42.64581656455994, 61 
42.646368741989136, 60 
42.64689779281616, 60 
42.64742469787598, 61 
42.64796328544617, 61 
42.64852595329285, 61 
42.649089097976685, 60 
42.64962720870972, 61 
42.65017366409302, 61 
42.6507306098938, 60 
42.65128684043884, 61 
42.651845932006836, 61 
42.65240955352783, 60 
42.65308427810669, 61 
42.65364956855774, 61 
42.654205083847046, 61 
42.65475654602051, 60 
42.655301332473755, 60 
42.65584588050842, 60 
42.6563823223114, 60 
42.65692639350891, 60 
42.65746545791626, 60 
42.65808176994324, 60 
42.65862417221069, 60 
42.659168004989624, 60 
42.65970778465271, 60 
42.660247802734375, 61 
42.66079139709473, 60 
42.661335945129395, 61 
42.66186714172363, 60 
42.66239261627197, 61 
42.66295862197876, 60 
42.663482904434204, 60 
42.66400861740112, 61 
42.66453242301941, 60 
42.66505765914917, 60 
42.665581464767456, 61 
42.66610622406006, 60 
42.66662955284119, 61 
42.667152881622314, 61 
42.66767740249634, 61 
42.66820192337036, 60 
42.66872715950012, 60 
42.669252157211304, 61 
42.66977620124817, 61 
42.67030429840088, 60 
42.670828342437744, 60 
42.67135190963745, 60 
42.67187523841858, 60 
42.6723997592926, 60 
42.6729257106781, 61 
42.673449754714966, 59 
42.67397332191467, 60 
42.674498319625854, 61 
42.67504334449768, 61 
42.67557191848755, 62 
42.676095485687256, 61 
42.67662072181702, 60 
42.677154779434204, 60 
42.682631969451904, 60 
42.68317794799805, 61 
42.6837043762207, 60 
42.684229135513306, 60 
42.68475389480591, 61 
42.685277700424194, 60 
42.68580150604248, 60 
42.68632411956787, 61 
42.686847448349, 61 
42.68738508224487, 61 
42.68801188468933, 61 
42.68866229057312, 61 
42.68930768966675, 61 
42.68987226486206, 60 
42.690441370010376, 61 
42.69101142883301, 60 
42.691550731658936, 60 
42.692081451416016, 61 
42.69261646270752, 61 
42.69314432144165, 60 
42.69367861747742, 60 
42.69421410560608, 61 
42.69474172592163, 61 
42.695265769958496, 61 
42.69578957557678, 60 
42.69631242752075, 61 
42.69683647155762, 60 
42.69738435745239, 60 
42.69801568984985, 60 
42.69860005378723, 60 
42.69914793968201, 60 
42.69967579841614, 60 
42.700199604034424, 60 
42.700722217559814, 60 
42.70124959945679, 61 
42.7017765045166, 61 
42.702309131622314, 61 
42.7028443813324, 60 
42.70347261428833, 60 
42.70410895347595, 60 
42.704747438430786, 60 
42.70532512664795, 61 
42.705883264541626, 61 
42.70644164085388, 61 
42.70702505111694, 60 
42.707573652267456, 61 
42.70810294151306, 61 
42.7086238861084, 61 
42.70914268493652, 61 
42.709662437438965, 61 
42.71018671989441, 61 
42.71071672439575, 60 
42.711238622665405, 60 
42.711758613586426, 61 
42.71227812767029, 61 
42.71280527114868, 60 
42.71332669258118, 61 
42.71384620666504, 61 
42.714364767074585, 60 
42.71488380432129, 61 
42.715402126312256, 61 
42.71592116355896, 61 
42.716439962387085, 60 
42.71695876121521, 60 
42.7174768447876, 60 
42.71799564361572, 60 
42.71852135658264, 60 
42.719043493270874, 60 
42.719563484191895, 61 
42.72008442878723, 61 
42.72060298919678, 61 
42.72112321853638, 61 
42.72167134284973, 60 
42.72219252586365, 60 
42.72271537780762, 60 
42.723238468170166, 60 
42.72375750541687, 60 
42.72427725791931, 61 
42.72479557991028, 61 
42.72531604766846, 61 
42.725834131240845, 61 
42.726353883743286, 61 
42.72687768936157, 61 
42.7274124622345, 61 
42.72793889045715, 61 
42.728458404541016, 60 
42.72897696495056, 61 
42.729496002197266, 60 
42.73002243041992, 60 
42.73054528236389, 60 
42.73106384277344, 61 
42.73158240318298, 61 
42.73210072517395, 61 
42.73262286186218, 60 
42.733142137527466, 61 
42.73366141319275, 61 
42.73417949676514, 60 
42.734699010849, 61 
42.7352180480957, 61 
42.735737323760986, 60 
42.73625612258911, 61 
42.736775159835815, 61 
42.73729395866394, 60 
42.737812995910645, 61 
42.73833155632019, 60 
42.73885726928711, 61 
42.73937726020813, 61 
42.73989653587341, 61 
42.7404146194458, 60 
42.740933895111084, 60 
42.74145197868347, 60 
42.741971254348755, 60 
42.742515563964844, 61 
42.74304437637329, 60 
42.74357080459595, 61 
