Время[c],АЦП 
0.0006422996520996094, 83 
0.0011737346649169922, 83 
0.0017077922821044922, 83 
0.0022361278533935547, 83 
0.0027632713317871094, 83 
0.0032892227172851562, 82 
0.0038149356842041016, 83 
0.004340410232543945, 83 
0.004866361618041992, 83 
0.005408763885498047, 84 
0.005953311920166016, 84 
0.006485700607299805, 83 
0.007013082504272461, 83 
0.007544040679931641, 83 
0.008074283599853516, 83 
0.00860285758972168, 83 
0.009130716323852539, 84 
0.00965738296508789, 83 
0.010184526443481445, 83 
0.010711908340454102, 83 
0.0112457275390625, 83 
0.011793375015258789, 83 
0.012330055236816406, 74 
0.012891292572021484, 83 
0.013457059860229492, 83 
0.014009714126586914, 83 
0.014546394348144531, 83 
0.01507568359375, 83 
0.015601873397827148, 83 
0.01612687110900879, 83 
0.01665496826171875, 83 
0.017180442810058594, 83 
0.017705917358398438, 83 
0.018231630325317383, 84 
0.018758535385131836, 84 
0.01928257942199707, 83 
0.019846677780151367, 83 
0.020446300506591797, 83 
0.021080732345581055, 83 
0.021641969680786133, 83 
0.022246360778808594, 83 
0.022782087326049805, 84 
0.023312091827392578, 83 
0.02384185791015625, 83 
0.024365663528442383, 83 
0.02489304542541504, 82 
0.025417804718017578, 83 
0.025986671447753906, 83 
0.0265805721282959, 83 
0.02722024917602539, 84 
0.027820348739624023, 83 
0.028421640396118164, 84 
0.02902531623840332, 83 
0.029605865478515625, 83 
0.03014969825744629, 83 
0.030680179595947266, 83 
0.031207561492919922, 83 
0.03173971176147461, 83 
0.03227090835571289, 83 
0.032794952392578125, 83 
0.03332209587097168, 83 
0.03384685516357422, 83 
0.03437232971191406, 83 
0.03489875793457031, 83 
0.035423994064331055, 83 
0.0359654426574707, 83 
0.036495208740234375, 84 
0.03702664375305176, 83 
0.03757071495056152, 82 
0.03810453414916992, 83 
0.038637399673461914, 83 
0.03916621208190918, 83 
0.03969216346740723, 83 
0.04021954536437988, 82 
0.04074859619140625, 83 
0.0412750244140625, 82 
0.04182100296020508, 83 
0.04235386848449707, 83 
0.04288744926452637, 83 
0.04342055320739746, 83 
0.043950796127319336, 83 
0.0444793701171875, 83 
0.04503226280212402, 83 
0.04558444023132324, 83 
